id	instagram_id	shortcode	media_url	caption	timestamp	location	lat	lng	region	reasoning
29	1040738355942683645	5xcgVKFnP9	public/media/ourearthsandwich_29.jpg	Kiss me under the light of a thousand stars...	2015-07-30T19:48:21+0000	Galway, Galway, Ireland	53.2719	-9.04889	GWY	
30	1040867812321948378	5x58KzlnLa	public/media/ourearthsandwich_30.jpg	While they threw in an authentic Irish jig every few sets, these folks were predominantly an One Direction cover band	2015-07-31T00:05:34+0000	The Cobblestone, Dublin, Ireland	53.3498	-6.27786	DUB	
31	1041573733163495633	50acq0lnDR	public/media/ourearthsandwich_31.jpg	Even in 8th century manuscripts, there are still poems about cats #pangurban #bookofkells	2015-07-31T23:28:06+0000	The Long Room Library, Trinity College, Dublin, Ireland	53.343893210453	-6.2569356523512	DUB	
32	1041587896581517866	50dqxiFnIq	public/media/ourearthsandwich_32.jpg	Irish people suck at walking	2015-07-31T23:56:14+0000	Dublin, Dublin, Ireland	53.3476	-6.2591	DUB	
33	1041842766282649845	51XnncFnD1	public/media/ourearthsandwich_33.jpg	It's a matter of principle really	2015-08-01T08:22:37+0000	Guinness Storehouse, Dublin, Ireland	53.3418	-6.2868	DUB	
34	1042844823819022523	547dePlnC7	public/media/ourearthsandwich_34.jpg	Irish Cinnabun	2015-08-02T17:33:32+0000	"The caption says ""Irish Cinnabun"" and the nearby posts are all in Ireland. The image shows a hedge maze/labyrinth. In Ireland, a well-known hedge maze exists at Russborough House or at various gardens. However, a particularly famous spiral/snail-shaped hedge maze is at the **Glendeer Pet Farm** or more notably at **Castlewellan** — but looking more carefully, the spiral topiary hedge design is characteristic of the maze at **Powerscourt Gardens** in Wicklow, Ireland, or the maze at **Blarney Castle**.

Actually, the hedge maze with that distinctive spiral/snail shape is most recognizable as the one at **Glendeer** or — more likely given the Dublin-area context — the **hedge maze at Russborough** or **Powerscourt Estate, Enniskerry, Co. Wicklow, Ireland**.

The spiral hedge topiary is quite distinctive of **Powerscourt Gardens**, which also fits the nearby Dublin posts context and is a very popular tourist stop from Dublin.

{""location"": ""Powerscourt Estate Gardens, Enniskerry, Co. Wick"				"The caption says ""Irish Cinnabun"" and the nearby posts are all in Ireland. The image shows a hedge maze/labyrinth. In Ireland, a well-known hedge maze exists at Russborough House or at various gardens. However, a particularly famous spiral/snail-shaped hedge maze is at the **Glendeer Pet Farm** or more notably at **Castlewellan** — but looking more carefully, the spiral topiary hedge design is characteristic of the maze at **Powerscourt Gardens** in Wicklow, Ireland, or the maze at **Blarney Castle**.

Actually, the hedge maze with that distinctive spiral/snail shape is most recognizable as the one at **Glendeer** or — more likely given the Dublin-area context — the **hedge maze at Russborough** or **Powerscourt Estate, Enniskerry, Co. Wicklow, Ireland**.

The spiral hedge topiary is quite distinctive of **Powerscourt Gardens**, which also fits the nearby Dublin posts context and is a very popular tourist stop from Dublin.

{""location"": ""Powerscourt Estate Gardens, Enniskerry, Co. Wick"
35	1042847489735422232	548ERElnEY	public/media/ourearthsandwich_35.jpg	My fairest damsel, let down your hair!	2015-08-02T17:38:50+0000	"I can observe in the image:
- A round stone tower with crenellations (battlements) at the top
- Ivy/vegetation growing on the tower
- Tall cypress trees (Italian cypress) surrounding it
- Lush garden setting
- The caption references ""let down your hair"" (Rapunzel reference)

The tower appears to be a **folly** — a decorative tower built as a garden feature. The combination of the round crenellated stone tower, Italian cypress trees, and formal garden setting is very characteristic of **Powerscourt Estate** in Enniskerry, Co. Wicklow, Ireland, which is near Dublin and fits the nearby post context. Powerscourt Gardens are famous for their follies, Italian cypress trees, and elaborate garden features.

The nearby posts strongly suggest Dublin/Ireland, and Powerscourt is one of the most visited garden estates from Dublin, known for exactly this type of tower folly surrounded by cypress trees and lush vegetation.

{""location"": ""Powerscourt Estate, Enniskerry, Co. Wicklow, Ireland"", ""lat"": ""53.1844"", ""lng"": ""-6."				"I can observe in the image:
- A round stone tower with crenellations (battlements) at the top
- Ivy/vegetation growing on the tower
- Tall cypress trees (Italian cypress) surrounding it
- Lush garden setting
- The caption references ""let down your hair"" (Rapunzel reference)

The tower appears to be a **folly** — a decorative tower built as a garden feature. The combination of the round crenellated stone tower, Italian cypress trees, and formal garden setting is very characteristic of **Powerscourt Estate** in Enniskerry, Co. Wicklow, Ireland, which is near Dublin and fits the nearby post context. Powerscourt Gardens are famous for their follies, Italian cypress trees, and elaborate garden features.

The nearby posts strongly suggest Dublin/Ireland, and Powerscourt is one of the most visited garden estates from Dublin, known for exactly this type of tower folly surrounded by cypress trees and lush vegetation.

{""location"": ""Powerscourt Estate, Enniskerry, Co. Wicklow, Ireland"", ""lat"": ""53.1844"", ""lng"": ""-6."
36	1043725834891194826	58Dx3vlnHK	public/media/ourearthsandwich_36.jpg	Mind the gap	2015-08-03T22:43:56+0000	Ruins of the Carmo Convent, Lisbon, Portugal	38.712037943371	-9.1405686227443	LIS	
37	1044458462023938337	5-qW_7lnEh	public/media/ourearthsandwich_37.jpg	Heading home for siesta after a morning of exploring. I assume they do that here too.	2015-08-04T22:59:32+0000	Bica Funicular Street, Lisbon, Portugal	38.70949160899	-9.1463834178778	LIS	
38	1044462849584689531	5-rW2KlnF7	public/media/ourearthsandwich_38.jpg	I'd be offended, but they just seem to be getting along so well #multiculturalism	2015-08-04T23:08:15+0000	Rua Augusta da Prata, Lisbon, Portugal	38.712148326485	-9.1381401848133	LIS	
39	1044470377412457032	5-tEZAFnJI	public/media/ourearthsandwich_39.jpg	Welcome to the labyrinth. Dance magic, dance! #ourearthsandwich	2015-08-04T23:23:13+0000	Alfama, Lisbon, Portugal	38.7115	-9.1282	LIS	
40	1045042460085350657	6AvJSglnEB	public/media/ourearthsandwich_40.jpg	No food, no flash, and no f'in selfie stick	2015-08-05T18:19:50+0000	Monserrate Palace, Sintra, Portugal	38.794209	-9.420641	LIS	
41	1045047970503225737	6AwZefFnGJ	public/media/ourearthsandwich_41.jpg	Posiden smash!	2015-08-05T18:30:47+0000	Pena Palace, Sintra, Portugal	38.787403525203	-9.3903318588892	LIS	
42	1045122460998332961	6BBVdKlnIh	public/media/ourearthsandwich_42.jpg	Oh that old thing? Just a Moorish castle left over from the Reconquista #nbd	2015-08-05T20:58:47+0000	Palace of Pena, Sintra, Portugal	38.714446806547	-9.1400583920259	LIS	
43	1045129151072596704	6BC2zyFnLg	public/media/ourearthsandwich_43.jpg	It's nice, but how about more thorns?	2015-08-05T21:12:05+0000	Cruz Alta - Pena Park and Palace, Sintra, Portugal	38.782052896022	-9.3913401290862	LIS	
44	1045131486880494383	6BDYzLFnMv	public/media/ourearthsandwich_44.jpg	The manliest picnic table ever made	2015-08-05T21:16:43+0000	Sintra, Sintra, Portugal	38.8	-9.38333	LIS	
45	1045844069870629091	6DlaPzFnDj	public/media/ourearthsandwich_45.jpg	The most adorable volunteer fire station ever	2015-08-06T20:52:30+0000	Chiado, Lisbon, Portugal	38.71072643011	-9.1411898663065	LIS	
46	1047698514954842370	6KLD-XlnEC	public/media/ourearthsandwich_46.jpg	Excuse me while I go fetch my Millennium Falcon	2015-08-09T10:16:57+0000	Lagos, Faro, Portugal	37.1006	-8.6799	FAO	
47	1048624713570874248	6Ndp8DFnOI	public/media/ourearthsandwich_47.jpg	This blows my mind everytime. Put me in a polka dot dress, I'll shill for them any day #tmobile #productplacement	2015-08-10T16:57:08+0000	Seville, Andalusia, Spain	37.3704868	-5.9451679	SVQ	
48	1048636778670878886	6NgZgjFnCm	public/media/ourearthsandwich_48.jpg	Always sit on the left side of an eastbound bus, because science. (reversed for southern hemisphere)	2015-08-10T17:21:07+0000	Seville, Andalusia, Spain	37.3704868	-5.9451679	SVQ	
49	1049529183452426252	6QrTtRFnAM	public/media/ourearthsandwich_49.jpg	The largest Gothic cathedral in the world so I'm told	2015-08-11T22:54:10+0000	Giralda, Seville, Spain	37.386175612406	-5.9924434872509	SVQ	
50	1049531350993236030	6QrzP8lnA-	public/media/ourearthsandwich_50.jpg	Yes, that is an ice cream cone of meat	2015-08-11T22:58:28+0000	Tiana, Barcelona, Spain	41.4807	2.2681	BCN	
51	1049536774438023373	6QtCK7FnDN	public/media/ourearthsandwich_51.jpg	The Spanish have style, these canopied daybeds are just part of a municipal park	2015-08-11T23:09:14+0000	Maria Luisa Park, Seville, Spain	37.374821	-5.988573	SVQ	
52	1051040482065806021	6WC7_yFnLF	public/media/ourearthsandwich_52.jpg	I think you never really get away until you're on a boat	2015-08-14T00:56:50+0000	Plaza de España, Seville, Spain	37.37694	-5.98694	SVQ	
53	1051044393044570937	6WD06KlnM5	public/media/ourearthsandwich_53.jpg	I'm fighting a bull, obviously. #nailedit	2015-08-14T01:04:37+0000	Plaza de Toros de la Real Maestranza de Caballería de Sevilla, Seville, Spain	37.386	-5.9983	SVQ	
54	1052078306034611022	6Zu6UrFnNO	public/media/ourearthsandwich_54.jpg	One of these was less than a dollar	2015-08-15T11:18:49+0000	Granada, Andalusia, Spain	37.1833	-3.6	GRX	
55	1052437932244627627	6bArkrlnCr	public/media/ourearthsandwich_55.jpg	"""Closed for vacation, back in September. Happy summer!"" - your move France..."	2015-08-15T23:13:19+0000	Granada, Andalusia, Spain	37.1833	-3.6	GRX	
56	1052813382070465336	6cWDFlFnM4	public/media/ourearthsandwich_56.jpg	They take cockoo for cocoa puffs to the next level here	2015-08-16T11:39:17+0000	Granada, Andalusia, Spain	37.1833	-3.6	GRX	
57	1053636337021121388	6fRKqGlnNs	public/media/ourearthsandwich_57.jpg	Spain's Duck-alope, ancestor to our Jackalope	2015-08-17T14:54:20+0000	Alhambra, Granada, Spain	37.176666259766	-3.58944439888	GRX	
58	1053642251358859301	6fSguQlnAl	public/media/ourearthsandwich_58.jpg	Granada as seen by the Moorish sultans of old	2015-08-17T15:06:05+0000	Nasrid Palaces, Granada, Spain	37.177085237138	-3.5902363814392	GRX	
59	1054247797405414078	6hcMk9lnK-	public/media/ourearthsandwich_59.jpg	See you later Europe, I'll catch you on the flip side.	2015-08-18T11:09:12+0000	Rock of Gibraltar, Gibraltar, Gibraltar	36.144320923739	-5.3423595428467	GIB	
60	1054584159396590477	6iorSelnON	public/media/ourearthsandwich_60.jpg	Lose your remote? It's here in Morocco	2015-08-18T22:17:30+0000	Khassa Medina, Tetouan, Morocco	35.570377795249	-5.374175071324	TTU	
61	1054585508662244258	6io-7FFnOi	public/media/ourearthsandwich_61.jpg	Good afternoon, Africa	2015-08-18T22:20:10+0000	Khassa Medina, Tetouan, Morocco	35.570377795249	-5.374175071324	TTU	
62	1055226950434844786	6k61ISFnBy	public/media/ourearthsandwich_62.jpg	@demianfaulkner I have this amazing place for you to try	2015-08-19T19:34:36+0000	Fez, Fez, Morocco	34.0355	-5.0096	FEZ	
63	1056016815346839583	6nubLTlnAf	public/media/ourearthsandwich_63.jpg	Moroccan chutes and ladders is serious business	2015-08-20T21:43:56+0000	Khasa Medina, Tetouan, Morocco	35.570377795249	-5.374175071324	TTU	
64	1056545695094698330	6pmrY9FnFa	public/media/ourearthsandwich_64.jpg	Iron chef Morocco	2015-08-21T15:14:43+0000	Riad Idrissy & The Ruined Garden, Fes, Morocco	34.062256545021	-4.9776585799829	FEZ	
65	1057718910919799757	6txb7VlnPN	public/media/ourearthsandwich_65.jpg	Chaos and sublime in the winding bazaars	2015-08-23T06:05:41+0000	"I can see a sign in the image that reads ""MAISON ARTISANALE"" (or similar), and the architecture shows a covered souk/medina passage with traditional Moroccan wooden ceiling (mashrabiya-style), wrought iron lanterns, and shops selling djellabas and crafts. The caption mentions ""winding bazaars.""

Looking more carefully at the sign in the background, it appears to read something like ""MAISON ARTISANALE"" which is common in Moroccan medinas. The architectural style with the ornate wooden latticed ceiling covering the souk alley is characteristic of the medinas in Fes or Tetouan, Morocco.

The nearby posts are heavily weighted toward Fes and Tetouan. The covered wooden ceiling structure with mashrabiya panels looks very characteristic of the renovated souks in **Tetouan's medina** (a UNESCO World Heritage site), which has distinctive covered market passages. The sign visible also seems consistent with Tetouan.

{""location"": ""Medina of Tetouan, Tetouan, Morocco"", ""lat"": ""35.5706"", ""lng"": ""-5"				"I can see a sign in the image that reads ""MAISON ARTISANALE"" (or similar), and the architecture shows a covered souk/medina passage with traditional Moroccan wooden ceiling (mashrabiya-style), wrought iron lanterns, and shops selling djellabas and crafts. The caption mentions ""winding bazaars.""

Looking more carefully at the sign in the background, it appears to read something like ""MAISON ARTISANALE"" which is common in Moroccan medinas. The architectural style with the ornate wooden latticed ceiling covering the souk alley is characteristic of the medinas in Fes or Tetouan, Morocco.

The nearby posts are heavily weighted toward Fes and Tetouan. The covered wooden ceiling structure with mashrabiya panels looks very characteristic of the renovated souks in **Tetouan's medina** (a UNESCO World Heritage site), which has distinctive covered market passages. The sign visible also seems consistent with Tetouan.

{""location"": ""Medina of Tetouan, Tetouan, Morocco"", ""lat"": ""35.5706"", ""lng"": ""-5"
66	1058891958486200982	6x8KBBFnKW	public/media/ourearthsandwich_66.jpg	Partaking in the ancient and long revered Berber tradition of sandboarding	2015-08-24T20:56:19+0000	Merzouga, Errachidia, Morocco	31.098070930334	-4.0161895751953	ERH	
67	1059692510224741287	60yLk7FnOn	public/media/ourearthsandwich_67.jpg	The ruthless Khaleesi, leading her hoard to its next plunder	2015-08-25T23:26:52+0000	Merzouga, Errachidia, Morocco	31.098070930334	-4.0161895751953	ERH	
68	1060179190333469254	62g1tGFnJG	public/media/ourearthsandwich_68.jpg	Motherfucka lunged me	2015-08-26T15:33:49+0000	Jemaa el-Fnaa Square, Marrakech, Morocco	31.625412997105	-7.9888866482742	RAK	
69	1061822594893116095	68WgY3FnK_	public/media/ourearthsandwich_69.jpg	Oh Holland, have you learned nothing?	2015-08-28T21:58:58+0000	Tulip Market, Amsterdam, Netherlands	52.367021898889	4.8905435088889	AMS	
70	1061824090489647848	68W2JvlnLo	public/media/ourearthsandwich_70.jpg	Oh please do tell	2015-08-28T22:01:57+0000	Amsterdam, Amsterdam, Netherlands	52.3769	4.8982	AMS	
71	1068034686709035516	7Sa-ONFnH8	public/media/ourearthsandwich_71.jpg	Foreign languages are a total scam	2015-09-06T11:41:17+0000	Heidelberg, Baden-Württemberg, Germany	49.4122	8.71	FRA	
72	1068039675305161333	7ScG0MlnJ1	public/media/ourearthsandwich_72.jpg	Tower ripped asunder	2015-09-06T11:51:12+0000	Heidelberg Castle Illumination, Heidelberg, Germany	49.413810053277	8.7043587402154	FRA	
73	1068043377835406021	7Sc8sclnLF	public/media/ourearthsandwich_73.jpg	Good old fashioned fun at a 600 year old carnival	2015-09-06T11:58:33+0000	Luxembourg City, Luxembourg, Luxembourg	49.6117	6.13	LUX	
74	1068044558808806116	7SdN4UFnLk	public/media/ourearthsandwich_74.jpg	Hold on! You have so much to live for!	2015-09-06T12:00:54+0000	Municipal Park, Luxembourg City, Luxembourg	49.614570188664	6.1271393413507	LUX	
75	1068046726710326034	7SdtbVFnMS	public/media/ourearthsandwich_75.jpg	I spent 20 minutes trying to get mugged so I could see them spring into action	2015-09-06T12:05:13+0000	Brussels, Brussels, Belgium	50.85	4.35	BRU	
76	1068062282058461430	7ShPyYFnD2	public/media/ourearthsandwich_76.jpg	Now that's what I call biscuits and gravy!	2015-09-06T12:36:07+0000	Grand Market Hall, Brussels, Belgium	50.86508724375	4.3585107275	BRU	
77	1070796384956216178	7cO6OIFnNy	public/media/ourearthsandwich_77.jpg	This just got added to my list of things to do in life. Now I just have to learn to surf (and speak German and move to Munich)	2015-09-10T07:08:18+0000	English Garden - By the Surfers, Munich, Germany	48.143470543164	11.587763013572	MUC	
