id	instagram_id	shortcode	media_url	caption	timestamp	location	lat	lng	region	reasoning
29	615175984857559385	iJi0yDyTFZz4o2AsKM1_Ey56e8QYDOZND7-Uo0	public/media/welawen_29.jpg	Earlybird	2013-12-20T15:51:53+0000	California	34.0522	-118.4437	LAX	fallback: no observable evidence in image/caption; used prior post city (California, derived from 'California').
30	616260842543460824	iNZfigyTHYvFwMNYViG3Q36edSZCn6-t3_byI0	public/media/welawen_30.jpg	Champagne Powder	2013-12-22T03:47:18+0000	Steamboat Springs Ski Resort, Steamboat Springs, Colorado, USA	40.4572	-106.8045	HDN	"I need to analyze the image and caption for location clues.

**Observable evidence:**
- Caption: ""Champagne Powder"" — this is a trademarked term specifically associated with Steamboat Springs, Colorado. Steamboat Ski Resort has trademarked ""Champagne Powder"" as a brand for their snow conditions.
- The image shows a ski resort town viewed from above on a snowy slope, with pine/spruce trees heavily laden with snow
- Large resort hotel buildings visible in a valley setting
- Mountain terrain visible in the background
- The architectural style of the lodge buildings is consistent with Steamboat Springs' Steamboat Grand/One Steamboat Place area

**Conclusion:**
""Champagne Powder"" is the registered trademark of Steamboat Ski & Resort Corporation in Steamboat Springs, Colorado. This is the strongest identifier in the caption."
31	616844153863090498	iPeH1gyTFC1TYoQR_C9_wE-SONqActq-n-ccE0	public/media/welawen_31.jpg	That's a lot of snow...	2013-12-22T23:06:15+0000	Steamboat Springs, Colorado	40.4764	-106.827		
32	617671608756678784	iSaQ47yTCACkw8CQowT8MaI1uStz-a8LofJQs0	public/media/welawen_32.jpg	Half marathon in a sled. These dogs are incredible!	2013-12-24T02:30:15+0000	Steamboat Springs, Colorado	40.4764	-106.827		
33	619498227444036002	iY5lsJyTGiEpm52dPEvm8DLIJPBmT4ArEeyko0	public/media/welawen_33.jpg	Orchidee thinks its springtime and bloomed while we were away. #greenthumb	2013-12-26T14:59:25+0000	Steamboat Springs	40.4764	-106.827		fallback: no observable evidence in image/caption; used prior post city (Steamboat Springs, derived from 'Steamboat Springs, Colorado').
34	624896313997734149	isE-MBSTEFHaeEWt23LxX1aOe5N4erScMtNXk0	public/media/welawen_34.jpg	Winter Storm	2014-01-03T01:44:27+0000	Manhattan, New York, USA	40.7831	-73.9712	JFK	
35	627140150606508645	i0DKTtSTJlyXaEIpXBlZ-9Jin47wPeoYR0bxs0	public/media/welawen_35.jpg	NYC in Twig at the beautiful holiday train show!	2014-01-06T04:02:33+0000	New York Botanical Garden	40.863588662417	-73.88109701485		
36	627493797618069545	i1TkjJyTApZPNDL0EZhJ0jOemFMGEy2CrCKF40	public/media/welawen_36.jpg	Five and counting!	2014-01-06T15:45:11+0000	New York Botanical Garden	40.863588662417	-73.88109701485		fallback: no observable evidence in image/caption; used prior post city (New York Botanical Garden, derived from 'New York Botanical Garden').
37	630695744718320134	jArnAxSTIGLYCaG8RS256hAURehiNaJPYVpXk0	public/media/welawen_37.jpg	Finally decided to come to NYC! Welcome! @paulanernyc	2014-01-11T01:46:53+0000	Paulaner NYC, New York, USA	40.7282	-73.9942	JFK	
38	636435123357167619	jVEl9qSTAD6KaP_eJi1vOF0WU5LPxEZJiuTUQ0	public/media/welawen_38.jpg	Cuppy Cakey	2014-01-18T23:50:00+0000	City Cakes	40.74205	-73.99997		
39	645232168285057437	j0Uz0MSTGdLh0_lgtVERVGGqkvll9_hciXTy80	public/media/welawen_39.jpg	Eat All The Things!!! #alabamafood	2014-01-31T03:08:10+0000	Alabama, USA	32.8067	-86.7911	BHM	
40	647222553991524844	j7ZXvVSTHsxbmx-1YQuuJ9kMb8moQxhFbXm_Y0	public/media/welawen_40.jpg	Chinese New Year Dinner! Happy Year of the Horse! #CNY	2014-02-02T21:02:42+0000	Alabama	32.8067	-86.7911	BHM	fallback: no observable evidence in image/caption; used prior post city (Alabama, derived from 'Alabama, USA').
41	650307986011009284	kGW6r0yTEEbFxQmCdX4yyZ2YJaFJcenwQ3RsA0	public/media/welawen_41.jpg	Home town heros pull off a win against the Rangers! #gooilers	2014-02-07T03:12:54+0000	Madison Square Garden	40.750513547361	-73.992893513651		
42	651718091436798156	kLXia1yTDMAdE5c-igpK0cZ5rYnpHAcRIfuXk0	public/media/welawen_42.jpg	Amazing Fall 2014 #marahoffman show!! #mbfw #bucketlist	2014-02-09T01:54:32+0000	Fashion Week				
43	653264825023541974	kQ3OWvyTLWtwQH__vJSnPphp_4N63ZhTMaT0Q0	public/media/welawen_43.jpg	"Stunning Yang Yongliang ""View of Tide"" on display at the Chinese Ink Art exhibit.  Huang Shan in building form."	2014-02-11T05:07:37+0000	The Metropolitan Museum of Art, New York	40.779442009463	-73.963359296322		
44	656138765538504760	kbErsbSTA49jcTnLCB0LXpWJajdv0QuARNuHM0	public/media/welawen_44.jpg	My first completed toque! #LifePostCorporateLaw	2014-02-15T04:17:37+0000	The Metropolitan Museum of Art	40.779442009463	-73.963359296322		fallback: no observable evidence in image/caption; used prior post city (The Metropolitan Museum of Art, derived from 'The Metropolitan Museum of Art, New York').
45	667840494759916491	lEpWRAyTPLTyHsXj_pTfSwjNSAY_59siMX8Qw0	public/media/welawen_45.jpg	Cocktails and girl time at the law room!	2014-03-03T07:46:52+0000	The Raines Law Room, New York, USA	40.7441	-73.9937	JFK	
46	670506526628721467	lOHiIrSTM7zuTcAgvvC1UyNwbrM-pkknASPq40	public/media/welawen_46.jpg	This is how a real man works... the boss with his three jobs and a laptop for each one. Ethan's dad puts us millennials to shame. #godaddy	2014-03-07T00:03:48+0000	New York	40.7441	-73.9937	JFK	fallback: no observable evidence in image/caption; used prior post city (New York, derived from 'The Raines Law Room, New York, USA').
47	672828138896045011	lWXaClyTPTtUjVKqghQtNwdvDJ6V041E9P4ok0	public/media/welawen_47.jpg	Strawberry picking	2014-03-10T04:56:26+0000	New York	40.7441	-73.9937	JFK	fallback: no observable evidence in image/caption; used prior post city (New York, derived from 'New York').
48	677836601778844566	loKMxIyTOWH2kcBdzVCZ5nFI4z3GtYISkbsbM0	public/media/welawen_48.jpg	Birds of paradise #nofilter	2014-03-17T02:47:21+0000	Ko Olina, Oahu, Hawaii, USA	21.3369	-158.1228	HNL	
49	679807046438695605	lvKOguyTK1OC7zxSx0SZUmyDjno1c-A4np4ek0	public/media/welawen_49.jpg	If only every Wednesday morning can be like this!	2014-03-19T20:02:16+0000	Hyatt Regency Maui Resort & Spa	20.91417	-156.69363		
50	690739812030296145	mWADMISTBRzYNwrf-DTRjWaU1ntuiFyz1y6QM0	public/media/welawen_50.jpg	So happy to be back in the office; working is better than vacation! I am so blessed.	2014-04-03T22:03:43+0000	New York, USA	40.7128	-74.0060	JFK	
51	694230316701266374	miZst7STHG8IJg1dQJzRTFNztUIBRuD8nqrH80	public/media/welawen_51.jpg	Tools of the trade: Sakura Pigma Microns. Such gorgeous pens!! #stationarygeek	2014-04-08T17:38:44+0000	New York	40.7128	-74.0060	JFK	fallback: no observable evidence in image/caption; used prior post city (New York, derived from 'New York, USA').
52	695150120303931919	mlq1nySTIPFQoalli76AJKHRNjIuQ2lbmrGJ40	public/media/welawen_52.jpg	View of the Freedom Tower from my window. #nofilter	2014-04-10T00:06:13+0000	Greenwich Village or Chelsea, Manhattan, New York, USA	40.7320	-74.0000	JFK	
53	695870894065135980	moOuQqSTFszk9eYlZqL-k-0f5BjwTE2Emo7_Y0	public/media/welawen_53.jpg	Date tonight with some of my favourite men Mr. Steinbeck and Mr. Franco! (And my own Mr. Shen of course)...	2014-04-10T23:58:16+0000	Longacre Theater	40.760419564113	-73.98598569351		
54	698739446099030448	mya9L7STGwY_SskYqUtDNpaKAifS05sdH3MXs0	public/media/welawen_54.jpg	Why Mr. Shen you are so crabby!	2014-04-14T22:57:34+0000	TheBoil				
55	708208906199445513	nUED94yTAJtvm8Gwa4N_O11ZeK-SjJOzpSQSs0	public/media/welawen_55.jpg	I love reunions! #lawfulladies	2014-04-28T00:31:42+0000	Highline Park	40.75225347749	-74.00189802721		
56	710304738059039375	nbgmVaSTKPKhOWcOhOi2KbVXWirWefpvXufXU0	public/media/welawen_56.jpg	A reunion 10 years in the making!	2014-04-30T21:55:44+0000	Chelsea Market	40.742361014431	-74.005740846998		
57	710907047042429574	ndpjFXSTKG6BB_ngGrX-Ui8pzmXMT5WE3LBkY0	public/media/welawen_57.jpg	A great day at the office is when you have to Google Bruce Wayne and Peter Parker's addresses. #LifePostCorporateLaw	2014-05-01T17:52:25+0000	Home	40.756022222105	-73.997695611053		
58	711110728241197657	neX3CQyTJZzsM_-Wv8PDF7Y2ffyjCwsKODAU00	public/media/welawen_58.jpg	The marriage montage from Up always makes me cry!	2014-05-02T00:37:06+0000	David Geffen Hall	40.77253228969	-73.983118741853		
59	718251455941259896	n3veTKyTJ4s34UK87b1YBvN1s47V7dOhVZ1Jk0	public/media/welawen_59.jpg	The Peking at the sea port on a glorious day! Helllloooo summer! #nofilter	2014-05-11T21:04:27+0000	South Street Sea Port, NYC	40.751960864329	-73.993465416202		
60	722628932411142450	oHSy90yTEy5FKvbIXuo977PQlwyi_2I3UdYIU0	public/media/welawen_60.jpg	Missed the cherry blossoms but got to see the peonies instead! #nofilter	2014-05-17T22:01:43+0000	Brooklyn Botanical Garden	40.66759	-73.96198		
61	724210261649077095	oM6WVcSTNnaT-URvutGWSnW7l3dYE9fPzwUY00	public/media/welawen_61.jpg	What I imagine ancient Rome to be like!	2014-05-20T02:23:32+0000	Brooklyn Public Library	40.672405761553	-73.968241044961		
62	728560082488996834	ocXYjySTPiFKGALQZ9aMzDH_HAkrrA-FlPr8Q0	public/media/welawen_62.jpg	Gorgeous San Fran!	2014-05-26T02:25:51+0000	Broadway Street view toward Marina District, San Francisco, California, USA	37.7956	-122.4331	SFO	"I can identify this as San Francisco based on:
- Caption explicitly says ""San Fran""
- The bay is visible in the background
- The hilly terrain with a long straight street descending toward the water is characteristic of SF
- The hills/mountains across the bay (likely Marin Headlands/Mt. Tamalpais)
- The architecture style matches SF's Marina/Pacific Heights neighborhood
- The viewing angle and street pattern suggests this is taken from around Broadway/Vallejo area looking north toward the Marina District and San Francisco Bay

The view appears to be from around Broadway Street looking north toward the Marina District, consistent with a vantage point near Broadway and Divisadero or similar elevated intersection."
63	729357955359125968	ofMzIzSTHQg149QkVRU5O9Wpqr202dMvqjRoE0	public/media/welawen_63.jpg	Man's best friend. #nofilter	2014-05-27T04:51:05+0000	San Francisco, California	37.7793	-122.419		
64	730049863106507626	ohqHuGyTNqRH5aC3ctf97CcGmMSPFDmclBAqc0	public/media/welawen_64.jpg	Gomez makes his triumphant return!	2014-05-28T03:45:47+0000	San Francisco, California	37.7793	-122.419		
65	730053231501718436	ohq4vKyTOkaPLl5ZoZablrCM7gmu5ljt5gPOQ0	public/media/welawen_65.jpg	40KMs on a bike requires some R and R.	2014-05-28T03:52:28+0000	Strawberry	37.896944444444	-122.50888888889		
66	732703874594975970	orFkq6yTDiM19KIj8kq7I3t1XvmVtcPw5RHaU0	public/media/welawen_66.jpg	First stop isn't Banquise?  I know its shocking but I'm working up to it!! Its good to be home my beloved MTL! If only I can convince my beloved Juliet to come to NYC. #fonduefortwo	2014-05-31T19:38:50+0000	Montreal, Quebec, Canada	45.5017	-73.5673	YUL	
67	737856873822761866	o9ZOrbSTOK3epat7CiMVEShJyK5WRh7GNBh1A0	public/media/welawen_67.jpg	"Congrats to my chili team the ""Flaming Jackalopes"" for winning people's choice for best chili at this year's Texas chili cook off! Jackalope chili had rabbit, beef and venison."	2014-06-07T22:16:55+0000	79th Street Boat Basin	40.785976203128	-73.985058367252		
68	740577892161368320	pHD6tOyTEAO7XFRY6LnSNRRTYBWxpHhdzLt_k0	public/media/welawen_68.jpg	Rainy morning run...	2014-06-11T16:23:06+0000	Hudson River, view of Lower Manhattan with One World Trade Center, New York, USA	40.7037	-74.0170	JFK	
69	740855700838232905	pIDFWuSTNJb5xqrDgH1Rj6qzk5m7lmSdBT_oQ0	public/media/welawen_69.jpg	Do or die time...	2014-06-12T01:35:03+0000	Madison Square Garden / Pennsylvania Station, New York City, USA	40.7505	-73.9934	JFK	
70	755368594728628880	p7m7wbSTKQ4RGciHk-6zPKwLQ-Avh6Ssy8Jv40	public/media/welawen_70.jpg	Happy Canada Day!	2014-07-02T02:09:35+0000	Empire State Building, New York City, USA	40.7484	-73.9857	JFK	"The image shows the Empire State Building lit up in red and white (Canada's colors) for Canada Day, and the food on the right appears to be poutine (a Canadian dish). The caption confirms ""Happy Canada Day!"" The Empire State Building is clearly identifiable as the landmark in the left photo."
71	756858066938966405	qA5mbhSTGFSF3_or8NGG-vzXyiG9kH-is7Tr00	public/media/welawen_71.jpg	Arthur is coming...	2014-07-04T03:28:54+0000	Upper West Side, Manhattan, New York, USA	40.7850	-73.9800	JFK	"The caption mentions ""Arthur is coming..."" — Hurricane/Tropical Storm Arthur was a storm that affected the US East Coast in early July 2014. The nearby posts context includes several New York City locations, and the image shows tall residential apartment buildings (appearing to be ~15-20 story brick buildings) with trees in the foreground, consistent with upper Manhattan or a similar NYC neighborhood. The building style — setback terraced floors, brick construction — is consistent with the Upper East or Upper West Side of Manhattan. The 79th Street Boat Basin nearby post is a strong contextual clue, and the buildings' style matches the Upper West Side. The trees in the foreground suggest a park nearby (could be Riverside Park or Central Park)."
72	769694608493458133	qugSscyTLVawmbXIwOQl1cXiWp4HBgW2oKdR00	public/media/welawen_72.jpg	It is done.	2014-07-21T20:32:49+0000	New York	40.7850	-73.9800	JFK	fallback: no observable evidence in image/caption; used prior post city (New York, derived from 'Upper West Side, Manhattan, New York, USA').
73	773995554140664114	q9yNsOSTEy-pDo2Qgh-T7L87ods67Y3kuiXko0	public/media/welawen_73.jpg	Midnight Wedding Poutine Bar. Hallelujah!	2014-07-27T18:58:01+0000	Montreal, Quebec	45.5038	-73.5744		
74	777127563377587070	rI6WbISTN-ttKn2q_DBhhfiIRKKMZBPjylD0w0	public/media/welawen_74.jpg	Carolina BBQ. A healthy start to my visit!	2014-08-01T02:40:46+0000	Lancasters BBQ Huntersville	35.35145	-80.888260954919		
75	778603816341287881	rOKAu1yTPJKRqx9VSwOlQh9toTgtczIeS6JxE0	public/media/welawen_75.jpg	Me and my new bestie Milo!	2014-08-03T03:33:49+0000	Lancasters BBQ Huntersville	35.35145	-80.888260954919		fallback: no observable evidence in image/caption; used prior post city (Lancasters BBQ Huntersville, derived from 'Lancasters BBQ Huntersville').
76	779338078329844326	rQw9pmyTJmVkp3B4ItjjS9JoaOZrF4p26Bark0	public/media/welawen_76.jpg	Gatsby has nothing on the Vanderbilts. They built the biggest house in America! #nofilter	2014-08-04T03:52:40+0000	Biltmore Estate, Asheville, North Carolina, USA	35.5401	-82.5515	AVL	
77	790955594793693798	r6Cew8yTJmcgPIi3-ZghxRj9dZxDDraoe4u_40	public/media/welawen_77.jpg	Afternoon run failed.. but the view was great! #nofilter	2014-08-20T04:34:36+0000	Harbour Front - Toronto	43.6405556307	-79.3762108128		
78	792386254196519384	r_HxmWSTHYMHxWGw_pulFjT1BpFpVMRn5J26g0	public/media/welawen_78.jpg	Eytan and Ilana's happily ever after!	2014-08-22T03:57:04+0000	Congregation Shearith Israel, New York, USA	40.7739	-73.9816	JFK	
79	793867710076891607	sEYnnpyTHX0602dfzrKiTHQ-G6e1cKkokx0Vc0	public/media/welawen_79.jpg	The true north strong and free!	2014-08-24T05:00:27+0000	Parliament of Canada	45.42521	-75.70011		
80	793874033912918593	sEaDpLyTJBUKLcb7dDMoAkc4RvqUAV68W3YIE0	public/media/welawen_80.jpg	There is no justice, only the Law.	2014-08-24T05:13:01+0000	Supreme Court of Canada				
81	799563588028674552	sYntjXyTH4M3d0cKMKsaGDk3y-cnQ9LMWv1080	public/media/welawen_81.jpg	Friends on rides.	2014-09-01T01:37:08+0000	Sandspit	46.485927454026	-63.405412949267		
82	799563639870271995	sYnuTpyTH7eafKzAH1ELUw5hLGsipF-sjnjS40	public/media/welawen_82.jpg	The Blob	2014-09-01T01:37:15+0000	Sandspit	46.485927454026	-63.405412949267		fallback: no observable evidence in image/caption; used prior post city (Sandspit, derived from 'Sandspit').
83	799568061681709675	sYoupySTJrtcN8hUwbAr3FubYFJlvgb9NoKns0	public/media/welawen_83.jpg	The patriotic lighthouse.	2014-09-01T01:46:02+0000	Brackley Beach, Prince Edward Island	46.43100396066	-63.20878721775		
84	803779866197045371	snmYeaSTB71l7ugMcJmuOkAQWdBf_m6nQmXc40	public/media/welawen_84.jpg	Always a tourist in this town. Beautiful nolita!	2014-09-06T21:14:08+0000	Nolita, New York City, USA	40.7230	-73.9949	JFK	
85	807555791267115187	s1A7aqyTCzFSxAK1eGaL4ex4BL8GEexIkqEUY0	public/media/welawen_85.jpg	Remembering 9/11	2014-09-12T02:16:13+0000	Central Park, New York City, USA	40.7829	-73.9654	JFK	
86	823300774708195540	ts87FLyTDUQ-Sbu61o4sZkYMZ89FQ_L8mUDCM0	public/media/welawen_86.jpg	Fall is here!	2014-10-03T19:38:42+0000	City Hall Park, Manhattan, New York, USA	40.7128	-74.0060	JFK	"I can see tall buildings in the background, and through the autumn trees, there appears to be a distinctive tall skyscraper visible in the distance that resembles One World Trade Center (Freedom Tower) in New York City. The urban park setting with the street visible below, combined with the NYC skyline context and the nearby posts being in New York City, strongly suggests this is a park in lower Manhattan with a view toward One World Trade Center.

The view appears to be from an elevated position looking through trees toward what looks like it could be City Hall Park or a similar park in lower Manhattan, with One WTC visible in the background."
87	825565258239783309	t0_zp0STGNNNfx5XB15PPGkXD_UJdbujVdaFw0	public/media/welawen_87.jpg	Highline Railyards	2014-10-06T22:37:49+0000	West Side Rail Yards (Hudson Yards), Manhattan, New York, USA	40.7527	-74.0020	JFK	
88	845341392540086888	u7QYSISTJo1kX1rmoTLLHF588gygDNyQCcsLA0	public/media/welawen_88.jpg	Europe or NYC? Can you find the hint?	2014-11-03T05:29:28+0000	Renwick Ruins (Smallpox Hospital), Roosevelt Island, New York, USA	40.7364	-73.9498	JFK	"The image shows ruins of a Gothic/Romanesque-style building covered in ivy, with battlements visible. The caption asks ""Europe or NYC?"" suggesting it looks European but is actually in NYC.

The hint the caption refers to: looking carefully, there appears to be a modern glass building visible through one of the openings in the ruins — typical of NYC's skyline mixing old and new.

These ruins are very recognizable as the **Smallpox Hospital (Renwick Ruins)** on **Roosevelt Island**, New York City — a landmark Gothic Revival ruin designed by James Renwick Jr., now overgrown with ivy. It's a National Historic Landmark and one of NYC's most distinctive ruins that looks like it belongs in Europe."
89	850370487707579115	vNH3P_STLrwsX4nsMjr9BD9UD93etffpgZdhY0	public/media/welawen_89.jpg	Evening walk by the Intrepid	2014-11-10T04:01:23+0000	New York, New York	40.7142	-74.0064		
90	863401059040178186	v7arBOyTAKulg2xLNiZFP1SApeAcr8ZeVLlcQ0	public/media/welawen_90.jpg	Its the doughboy! Super gigantic...	2014-11-28T03:30:48+0000	6th Avenue, Macy's Thanksgiving Day Parade, Midtown Manhattan, New York, USA	40.7549	-73.9840	JFK	"I can see the Pillsbury Doughboy parade balloon floating between tall buildings, with a sign reading ""NEW SHOW"" visible in the lower right. This is clearly the Macy's Thanksgiving Day Parade in New York City. The parade route runs along 6th Avenue (Avenue of the Americas) in Midtown Manhattan. The building architecture and density are consistent with Midtown Manhattan along the parade route."
91	874293204022277040	wiHQlvSTOwmzfDhjlj5mljP0jJtbzbPtCOaGo0	public/media/welawen_91.jpg	Tallest masonary structure in the world! Hello beautiful Philly!	2014-12-13T04:11:33+0000	Philadelphia City Hall	39.952389408487	-75.163018852472		
92	875491331983094463	wmXrpWyTK_itRUumeW2xCfHLTbCKeVfkKL2bU0	public/media/welawen_92.jpg	Ethan and Rocky	2014-12-14T19:52:01+0000	Philadelphia, Pennsylvania	39.9527	-75.1651		
